path,row,lon_CTR,lat_CTR,lon_UL,lat_UL,lon_UR,lat_UR,lon_LL,lat_LL,lon_LR,lat_LR
1.0,2.0,-4.1977633333333335,80.00249333333333,-2.7300166666666663,81.20569666666667,2.5945633333333333,79.71746,-11.2919,80.14495666666666,-5.405236666666666,78.78928666666667
1.0,3.0,-10.561456829268293,79.11102292682926,-9.994770243902439,80.33234365853657,-4.156683902439025,78.9579456097561,-17.075936585365856,79.13014292682927,-11.061501463414633,77.88297585365852
1.0,4.0,-15.970555858585858,78.11852727272728,-16.045439898989898,79.34424595959597,-10.01854787878788,78.07966424242424,-21.909139090909097,78.0341892929293,-15.950291212121213,76.88614101010103
1.0,5.0,-20.47140333333333,77.0482244117647,-20.978442352941173,78.26900960784313,-14.988029607843135,77.10515813725492,-25.87046990196079,76.87945460784314,-20.086303921568625,75.81936666666667
1.0,6.0,-24.338152380952383,75.90209523809523,-25.133781714285714,77.11339447619046,-19.30750895238095,76.04140352380952,-29.246411428571434,75.66191295238096,-23.697966095238094,74.68082514285715
1.0,7.0,-27.633275238095237,74.70644933333332,-28.61730790476191,75.90572342857142,-23.019059809523814,74.91452723809523,-32.10871771428572,74.40749238095238,-26.817628476190475,73.4953057142857
1.0,8.0,-30.469638598130842,73.47200308411215,-31.572935140186914,74.65868158878504,-26.228066728971957,73.73790065420562,-34.56849906542056,73.12405803738318,-29.535806542056072,72.27177093457945
1.0,9.0,-32.931450796460176,72.20671849557522,-34.10540867256637,73.38086044247788,-29.02074371681416,72.52172309734513,-36.70246407079645,71.8174082300885,-31.92144088495575,71.01762230088495
1.0,10.0,-35.08815076271186,70.91663991525422,-36.300718305084736,72.07882449152542,-31.469010762711864,71.27344322033898,-38.57425406779661,70.49225957627117,-34.03076618644068,69.73837118644067
1.0,11.0,-36.987522605042024,69.6064617647059,-38.21791630252101,70.75712974789917,-33.62503445378152,69.9983750420168,-40.22554176470588,69.15284764705882,-35.902239075630256,68.43884873949578
1.0,12.0,-38.67898699186992,68.27969447154473,-39.91158414634146,69.42014707317071,-35.54197772357724,68.70231162601625,-41.70043105691058,67.80046821138211,-37.58105186991869,67.12164439024389
1.0,13.0,-40.19573807692307,66.93919,-41.42242561538461,68.07051446153847,-37.25616584615385,67.38810523076923,-43.02855438461538,66.4381110769231,-39.09366284615385,65.78980738461539
1.0,14.0,-41.563099037037034,65.5871182962963,-42.77618392592593,66.71002762962962,-38.79907266666667,66.05908251851852,-44.22882525925926,65.06691925925927,-40.4650394074074,64.44584762962963
1.0,15.0,-42.80540021428572,64.22523257142856,-43.99820292857143,65.34023578571428,-40.199442857142856,64.71786978571429,-45.32099592857143,63.68785714285714,-41.718533571428566,63.091680642857135
1.0,16.0,-43.94132562913907,62.854918874172185,-45.11135754966887,63.96277940397351,-41.47634629139073,63.36582821192053,-46.32326675496689,62.30237516556291,-42.868888145695365,61.72842152317881
1.0,17.0,-44.985372469879515,61.477360000000004,-46.13304012048193,62.57895819277108,-42.64497716867469,62.004127710843385,-47.24939861445784,60.91172192771084,-43.92779897590361,60.357126385542166
1.0,18.0,-45.948149470588234,60.09351670588235,-47.0728321764706,61.190171117647054,-43.71854823529411,60.63484858823529,-48.10732735294118,59.515789294117646,-44.906750411764705,58.978307882352944
1.0,21.0,-48.43944833333333,55.91113166666667,-49.488932500000004,56.99338666666667,-46.48912416666667,56.487035,-50.334659166666654,55.30496583333334,-47.45594166666667,54.81079166666668
1.0,22.0,-49.171774166666665,54.508579999999995,-50.19734166666667,55.58684833333334,-47.29832583333333,55.0939775,-50.99431666666667,53.894620833333335,-48.20744,53.412443333333336
1.0,23.0,-49.86223416666667,53.10247833333333,-50.864655,54.177125,-48.05896333333334,53.69647833333334,-51.61841583333333,52.481456666666666,-48.916695,52.01018416666667
1.0,24.0,-50.515385,51.69324,-51.4955125,52.764624999999995,-48.77633916666667,52.295079166666675,-52.21080333333334,51.06581500000001,-49.58815333333334,50.60447416666667
1.0,25.0,-51.135226666666675,50.28108583333333,-52.09401166666667,51.34950416666666,-49.455059166666665,50.890054166666665,-52.77493833333333,49.64783,-50.225703333333335,49.19552916666666
1.0,26.0,-51.72518583333334,48.86628166666666,-52.663527499999994,49.93204166666666,-50.099206666666674,49.48180249999999,-53.31363999999999,48.22769333333333,-50.832797500000005,47.783658333333335
1.0,27.0,-52.29688079096045,47.44912892655367,-53.21633649717514,48.51131813559322,-50.72148813559322,48.069911016949156,-53.837481468926555,46.806428079096044,-51.42030491525424,46.37035299435028
1.0,28.0,-52.83497942857143,46.02972080000001,-53.73557914285715,47.09039560000001,-51.30528605714286,46.656642628571426,-54.332295942857144,45.38192291428571,-51.97446268571429,44.95274537142857
1.0,29.0,-53.36318,44.60815,-54.246716666666664,45.66685666666667,-51.87629999999999,45.24097666666666,-54.8199,43.95544666666666,-52.517140000000005,43.53342333333333
1.0,30.0,-53.858799999999995,43.184776666666664,-54.72547666666667,44.24173666666667,-52.41123666666667,43.822246666666665,-55.27834333333333,42.528353333333335,-53.027253333333334,42.11209666666667
1.0,31.0,-54.33650666666667,41.75958666666667,-55.18716333333333,42.814969999999995,-52.92533666666666,42.40133,-55.72157333333333,41.099759999999996,-53.51874333333333,40.688786666666665
1.0,47.0,-60.48094411764706,18.787469411764704,-61.169413529411756,19.832618235294117,-59.396771176470594,19.46638705882353,-61.55766941176471,18.099787058823527,-59.80348823529412,17.73162882352941
1.0,48.0,-60.80848402173913,17.344495326086957,-61.49195722826087,18.387891521739128,-59.73449619565218,18.022963532608696,-61.875781141304344,16.657691413043477,-60.13512429347826,16.29069793478261
1.0,49.0,-61.13360677595628,15.900955081967211,-61.81212338797815,16.944557978142075,-60.068399071038236,16.580741967213115,-62.192835519125694,15.213245136612024,-60.46435016393442,14.847237431693989
1.0,50.0,-61.45570595628415,14.456904153005464,-62.12975360655739,15.500423278688524,-60.39852,15.137608196721308,-62.50760568306011,13.768674480874317,-60.79008704918032,13.403548852459016
1.0,51.0,-61.7751375,13.012473260869564,-62.445299347826094,14.055627717391303,-60.72514565217392,13.693666195652174,-62.820526793478265,12.324155597826087,-61.11260402173914,11.959770489130436
1.0,52.0,-62.092022108108104,11.567637243243244,-62.758699459459464,12.610451567567567,-61.04842372972973,12.249240054054054,-63.131669081081085,10.879302702702704,-61.43217848648649,10.515560162162163
1.0,53.0,-62.40655221621621,10.12245227027027,-63.07010983783784,11.165256162162164,-61.36849394594594,10.80468545945946,-63.44130394594593,9.433864810810812,-61.749062108108106,9.070664702702704
1.0,54.0,-62.71911907608696,8.67697054347826,-63.379882771739126,9.719765760869565,-61.685927445652176,9.359772934782608,-63.74963815217391,7.98819195652174,-62.06367309782609,7.625474402173914
1.0,55.0,-63.03013989130436,7.2311844565217385,-63.688414239130445,8.27398418478261,-62.00116130434783,7.914514456521738,-64.05706940217392,6.542245706521738,-62.37644663043478,6.179959782608695
1.0,56.0,-63.33987421621622,5.785214594594596,-63.99597583783783,6.828041675675675,-62.31446027027027,6.469038378378378,-64.36386102702703,5.096152972972973,-62.68763486486486,4.7342458918918915
1.0,57.0,-63.648500756756754,4.339077027027027,-64.30294491891891,5.38193972972973,-62.62580189189189,5.02325745945946,-64.67036735135136,3.650013243243243,-62.9971894054054,3.288342054054054
1.0,58.0,-63.95628429347827,2.8927774456521744,-64.60972358695652,3.9357168478260864,-62.93536434782609,3.5771623913043475,-64.97697603260869,2.2038809239130437,-63.3052697826087,1.8422542934782609
1.0,59.0,-64.26359559782608,1.4464173913043479,-64.91666586956521,2.4894828260869564,-63.24349858695652,2.1308642934782607,-65.28405684782608,0.7578329347826087,-63.61223923913044,0.3960579347826087
1.0,60.0,-64.57070086486486,1.308108108108108e-05,-65.22378648648649,1.0432283783783785,-63.55072091891893,0.6844597837837839,-65.59162654054053,-0.6882054594594594,-63.91860945945946,-1.0502134054054053
1.0,61.0,-64.87780168478261,-1.4464146195652174,-65.53108451086956,-0.4030781521739131,-63.85745402173913,-0.761998097826087,-65.89969364130435,-2.1342285326086956,-64.22480994565218,-2.4964704347826085
1.0,62.0,-65.18512467391304,-2.8927797826086956,-65.83890641304347,-1.849314347826087,-64.16378538043479,-2.208431902173913,-66.20859820652174,-3.5801675,-64.53091934782607,-3.9426888586956514
1.0,63.0,-65.49297315217392,-4.339091956521739,-66.14762624999999,-3.2954829891304347,-64.46996347826087,-3.654874782608695,-66.51872157608696,-5.025978260869565,-64.83718929347825,-5.388858260869565
1.0,64.0,-65.80160086956522,-5.785221249999999,-66.45753396739131,-4.7414545108695645,-64.77620239130434,-5.101214782608696,-66.83035010869565,-6.471534402173913,-65.14382510869565,-6.834867173913045
1.0,65.0,-66.11107737704918,-7.231188415300546,-66.76868163934425,-6.187253606557378,-65.08257513661201,-6.547468360655736,-67.14355349726776,-7.9168337158469955,-65.45091590163935,-8.28070956284153
1.0,66.0,-66.42220916666666,-8.676951333333333,-67.08187066666667,-7.632856444444443,-65.38988433333333,-7.993622722222222,-67.45912694444445,-9.361832166666666,-65.75925233333334,-9.726349611111111
1.0,67.0,-66.73485322222223,-10.122462833333334,-67.39697061111112,-9.078159444444443,-65.69796533333334,-9.43956188888889,-67.7769705,-10.80653638888889,-66.06869744444444,-11.171785555555555
1.0,68.0,-67.04934238888889,-11.567629722222222,-67.71434377777778,-10.523093944444444,-66.00711577777777,-10.885240222222222,-68.09745588888889,-12.250804555555556,-66.37955177777779,-12.61689661111111
1.0,69.0,-67.36613154696134,-13.012472265193372,-68.03441276243093,-11.967669834254146,-66.31780685082873,-12.330652044198894,-68.42101419889502,-13.694682541436462,-66.69229337016573,-14.06171508287293
1.0,70.0,-67.68540622222223,-14.456927222222223,-68.35669244444445,-13.411936500000001,-66.63087227777778,-13.77556827777778,-68.74719716666667,-15.138281333333332,-67.00779394444444,-15.506071555555556
1.0,71.0,-68.00743491620112,-15.900895865921786,-68.6803845810056,-14.855872122905028,-66.94761603351955,-15.219531229050279,-69.07527983240223,-16.581851229050276,-67.32744664804468,-16.949775251396645
1.0,72.0,-68.33270413407821,-17.344419273743018,-69.00837882681564,-16.299251396648042,-67.26612653631285,-16.663325642458098,-69.40807737430168,-18.02468441340782,-67.64922910614524,-18.39314229050279
1.0,73.0,-68.66161366666667,-18.787430277777776,-69.34263783333334,-17.741844611111112,-67.58524327777778,-18.107367222222223,-69.74752483333334,-19.466235666666666,-67.9719175,-19.836276055555558
1.0,74.0,-68.99428770491804,-20.22981650273224,-69.68213234972677,-19.183645355191256,-67.90621830601093,-19.551155355191256,-70.09266300546447,-20.90677131147541,-68.29684289617487,-21.27895010928962
1.0,75.0,-69.33130961325966,-21.67161314917127,-70.02615331491712,-20.624898784530387,-68.23086795580112,-20.994424806629834,-70.4428512154696,-22.34664077348066,-68.62590121546961,-22.7209953038674
1.0,76.0,-69.67465099447514,-23.112709447513808,-70.37675154696133,-22.06509640883978,-68.56091640883979,-22.436711270718234,-70.80033138121547,-23.78608011049724,-68.96099331491713,-24.162694696132593
1.0,77.0,-70.02146239130434,-24.553070489130437,-70.7304591304348,-23.504885543478256,-68.8943483152174,-23.87837086956522,-71.16141505434781,-25.224658097826087,-69.29990798913043,-25.603322554347823
1.0,78.0,-70.37408554347827,-25.992685217391305,-71.09088065217392,-24.943856467391306,-69.23211048913045,-25.319545489130434,-71.52983690217391,-26.66221385869565,-69.64367902173913,-27.043279673913037
1.0,79.0,-70.73290206521739,-27.43142293478261,-71.45802027173913,-26.381887826086956,-69.57488559782608,-26.75996423913043,-71.90567353260869,-28.098756521739134,-69.99306054347826,-28.482425326086958
1.0,80.0,-71.09848940217393,-28.86930456521739,-71.83187456521739,-27.819052554347827,-69.92378695652174,-28.199476413043477,-72.28900135869566,-29.53445961956522,-70.34925119565217,-29.920704130434782
1.0,81.0,-71.47146293478261,-30.306239619565215,-72.21412233695652,-29.255153478260873,-70.27830929347827,-29.63831581521739,-72.68151684782609,-30.96893722826087,-70.71172429347827,-31.358172934782605
1.0,82.0,-71.85245752747254,-31.742164780219785,-72.60535417582417,-30.689807087912094,-70.63891587912087,-31.076118956043956,-73.08406494505495,-32.402398516483515,-71.08116978021978,-32.79506060439561
1.0,83.0,-72.24216696132596,-33.17701436464088,-73.00578519337016,-32.12362740331491,-71.00701033149171,-32.51325895027624,-73.49661972375692,-33.83434950276243,-71.458781160221,-34.23063320441989
1.0,84.0,-72.64150182320442,-34.610740662983424,-73.4160314364641,-33.55625740331491,-71.38355375690608,-33.94931337016575,-73.92007011049724,-35.265104033149164,-71.84577419889503,-35.665137458563535
1.0,85.0,-73.05128524590164,-36.04326071038251,-73.8372924590164,-34.98790054644809,-71.76906136612023,-35.38461316939891,-74.35552519125685,-36.6941743715847,-72.24256639344263,-37.098218797814205
1.0,86.0,-73.4724306010929,-37.474487814207656,-74.27046060109289,-36.417823715846986,-72.16402262295082,-36.81850295081966,-74.80435540983606,-38.12203316939891,-72.65006928961749,-38.5304318579235
1.0,87.0,-73.90607554347825,-38.90437293478261,-74.71692217391305,-37.84625293478261,-72.56938179347826,-38.25128565217391,-75.2679020652174,-39.54827217391305,-73.06917032608695,-39.961452119565216
1.0,88.0,-74.3530410989011,-40.33276379120879,-75.17725445054946,-39.27275489010989,-72.98585999999999,-39.682498681318684,-75.74709697802199,-40.97304829670329,-73.50090873626372,-41.391410384615384
1.0,89.0,-74.8151054945055,-41.7596087912088,-75.65347631868133,-40.69786258241758,-73.41520846153847,-41.11272313186814,-76.24374181318682,-42.39567873626374,-73.94683076923077,-42.819672857142855
1.0,90.0,-75.29351137362637,-43.1847995054945,-76.14675730769231,-42.121144340659335,-73.85836818681318,-42.54156587912088,-76.75940818681319,-43.81632027472527,-74.408230989011,-44.246441593406594
1.0,91.0,-75.78991282485876,-44.608204576271184,-76.65875966101696,-43.542493163841804,-74.31676920903955,-43.968967627118644,-77.29597576271186,-45.23478310734463,-74.88672790960453,-45.67158231638418
1.0,92.0,-76.30652949152542,-46.02975700564972,-77.19169502824859,-44.9617513559322,-74.7923661581921,-45.39480960451978,-77.85597355932204,-46.651034293785315,-75.3845506779661,-47.09510943502825
1.0,93.0,-76.8440365116279,-47.44912970930233,-77.74576186046511,-46.377296046511624,-75.28503145348837,-46.81751651162791,-78.44095906976744,-48.065978372093014,-75.90276674418605,-48.51799453488373
1.0,108.0,-90.42441574074074,-68.27969916666669,-91.58928175925922,-67.1247636111111,-87.36042509259258,-67.81614638888888,-93.61134277777775,-68.69255814814815,-89.1329871296296,-69.42961111111111
1.0,109.0,-92.11355191011236,-69.60643449438203,-93.27078719101122,-68.4412159550562,-88.83056651685392,-69.1689179775281,-95.52889101123593,-69.98795561797753,-90.82010505617978,-70.76712404494383
1.0,110.0,-94.0100071764706,-70.91662,-95.14533482352941,-69.7404462352941,-90.477362,-70.50922305882352,-97.6838891764706,-71.26196094117648,-92.72933717647058,-72.08895694117648
1.0,111.0,-96.15222316831682,-72.20669594059405,-97.24665178217823,-71.01954524752476,-92.3347508910891,-71.83486475247524,-100.11795613861385,-72.50956485148515,-94.90488792079205,-73.39092346534656
1.0,112.0,-98.60469688679242,-73.47200886792452,-99.6281774528302,-72.27293320754717,-94.45931575471698,-73.14148471698114,-102.9019508490566,-73.72561311320754,-97.42442471698112,-74.66934245283018
1.0,113.0,-101.43733709401711,-74.70644923076924,-102.348335982906,-73.49545752136751,-96.91517196581196,-74.42507247863247,-106.10799341880343,-74.90182854700852,-100.37275897435899,-75.91714487179486
1.0,114.0,-104.71021652631579,-75.90208515789473,-105.45259315789473,-74.68017315789474,-99.75744357894736,-75.67921757894737,-109.79587968421049,-76.02874526315787,-103.82992589473686,-77.1253017894737
1.0,115.0,-108.5547290804598,-77.04820609195401,-109.04710137931032,-75.81728999999997,-103.1131337931035,-76.8959032183908,-114.09250045977011,-77.09305816091955,-107.96198586206894,-78.28198885057472
1.0,116.0,-113.12764329411766,-78.13894694117648,-113.25554811764707,-76.90293470588234,-107.13812258823528,-78.0726834117647,-119.14187552941173,-78.0858385882353,-112.97348611764708,-79.37881211764706
1.0,117.0,-118.51093050632913,-79.13898430379747,-118.12751075949367,-77.9050453164557,-111.94113139240508,-79.17633392405065,-124.98239949367093,-78.97096481012659,-118.99707113924052,-80.37617164556961
1.0,118.0,-124.88720782051281,-80.03146051282053,-123.80370115384612,-78.8112244871795,-117.74784948717945,-80.19355371794872,-131.73490282051281,-79.72993628205127,-126.27836166666667,-81.25091384615386
1.0,119.0,-132.37724301369863,-80.78509410958905,-130.37867753424658,-79.59648287671234,-124.77320643835615,-81.09481493150685,-139.41960328767126,-80.33295767123288,-134.97192424657533,-81.96287876712329
1.0,120.0,-141.00503352112676,-81.36290323943662,-137.89110549295773,-80.23099591549295,-133.19297478873236,-81.84100197183099,-147.93934267605633,-80.74891422535211,-145.05353521126762,-82.46523929577464
1.0,121.0,-150.60521641791047,-81.7289952238806,-146.26646791044774,-80.68498223880596,-143.02402910447762,-82.38747373134328,-157.03521791044776,-80.95298865671641,-156.16974567164178,-82.71554223880598
1.0,122.0,-160.78027287878786,-81.85440272727273,-155.2661378787879,-80.9306790909091,-153.97068393939395,-82.68865560606059,-166.3256065151515,-80.93025424242423,-167.64043712121213,-82.6871953030303
1.0,126.0,163.2849925,-80.0418375,170.11963500000002,-79.73918,164.64041749999998,-81.2586125,162.178685,-78.8183825,156.1092425,-80.197515
1.0,127.0,156.90666249999998,-79.148335,163.36578249999997,-78.9788325,157.36114750000002,-80.382165,156.50454249999999,-77.91078,150.3083725,-79.1787925
1.0,185.0,102.72538999999999,1.446434,103.74612400000001,0.761346,102.07247200000002,0.39992399999999995,103.377794,2.4965219999999997,101.702736,2.138248
1.0,186.0,102.41784,2.892776,103.43898200000001,2.207442,101.76504800000001,1.846084,103.07083399999999,3.942756,101.394146,3.584458
1.0,187.0,102.10973800000001,4.339046000000001,103.13188399999999,3.653508,101.45687000000001,3.29219,102.76356799999999,5.3889260000000005,101.08445200000001,5.030575999999999
1.0,188.0,101.800864,5.785172,102.82501000000002,5.0995919999999995,101.147162,4.738086,102.45624400000001,6.834999999999999,100.77292800000001,6.476365999999999
1.0,189.0,101.49092,7.23121,102.518002,6.545724,100.83578399999999,6.183847999999999,102.148476,8.281008,100.459414,7.921912000000001
1.0,190.0,101.17962,8.677048,102.21012799999998,7.9916659999999995,100.52291199999999,7.629436,101.839502,9.726834,100.144038,9.367280000000001
1.0,191.0,100.86677999999999,10.122364000000001,101.901406,9.437142,100.208122,9.074475999999999,101.529364,11.172121999999998,99.82641000000001,10.81203
1.0,192.0,100.55267375,11.567675,101.59210375,10.882618749999999,99.89160375,10.519572499999999,101.2184525,12.61737875,99.506835,12.256798750000002
1.0,193.0,100.233895,13.012461666666667,101.27891249999999,12.3277275,99.57018333333333,11.964042499999998,100.90310583333336,14.062187499999999,99.18177249999998,13.700852500000002
1.0,194.0,99.91447333333333,14.45698,100.96582583333334,13.772631666666664,99.24769333333334,13.408249166666666,100.58755250000002,15.506760833333331,98.85529666666667,15.14461
1.0,195.0,99.593116,15.900876,100.651612,15.217012,98.923006,14.851735999999999,100.27034599999999,16.95076,98.52605799999999,16.587585999999998
1.0,196.0,99.26754000000001,17.344568000000002,100.33402000000001,16.661266,98.59354,16.295066,99.94951,18.394548,98.19174000000001,18.030319999999996
1.0,230.0,79.98243333333333,65.58721,82.65004666666665,65.07271333333334,78.87655666666667,64.44995666666667,81.19534,66.71675,77.20481333333333,66.06344999999999
1.0,231.0,78.61291875,66.93915874999999,81.44910999999999,66.44407874999999,77.50078625,65.79349500000001,79.84091875,68.0773725,75.65710625,67.391935
1.0,232.0,77.09551666666667,68.279645,80.12265500000001,67.8068875,75.98444750000002,67.12486166666667,78.33169416666667,69.42734416666667,73.93863833333334,68.70545666666668
1.0,233.0,75.41170533333333,69.606454,78.65552333333333,69.15922933333333,74.31166999999999,68.44196400000001,76.64611666666669,70.7644,72.02767333333333,70.00146066666667
1.0,234.0,73.507208,70.91659800000001,76.99851333333335,70.49919799999999,72.43348133333333,69.74171333333332,74.72380866666666,72.08568733333333,69.86547399999999,71.27573133333333
1.0,235.0,71.34725470588236,72.20667999999999,75.12221588235293,71.82418529411764,70.32095058823529,71.02089999999998,72.5231905882353,73.38763941176471,67.41311764705883,72.52395470588236
1.0,236.0,68.89198095238096,73.47197095238096,72.99248619047619,73.13037380952382,67.94185238095237,72.27511809523808,69.99473904761905,74.66522333333333,64.62666952380953,73.74037428571428
1.0,237.0,66.05192714285714,74.70646428571429,70.52676476190476,74.41360904761905,65.22028,73.4987138095238,67.03190333333333,75.91207571428573,61.413150476190474,74.91700238095237
1.0,238.0,62.767559090909096,75.90209863636363,67.67070181818181,75.66713227272726,62.11186909090909,74.68453227272727,63.55447954545456,77.11913272727273,57.712752727272736,76.04445318181818
1.0,241.0,49.02863222222223,79.11705962962962,55.533990370370375,79.13892037037037,49.50959851851852,77.89190814814816,48.43809777777777,80.34332333333333,42.5855325925926,78.96750814814816
1.0,242.0,42.66199161290323,80.00879451612903,49.737367741935486,80.15430645161288,43.84416000000001,78.7992664516129,41.16877838709677,81.21526354838709,35.83411870967742,79.72623451612901
1.0,243.0,35.18447727272727,80.76102090909092,42.72916575757575,81.0530275757576,37.27881606060606,79.58514242424242,32.49845333333334,81.92371272727273,28.149275757575758,80.32810515151515
1.0,244.0,26.578243428571433,81.33849742857144,34.34378228571428,81.79776000000001,29.77902285714286,80.22140571428574,22.460589428571428,82.42382771428572,19.63297257142857,80.74369314285713
